description,item,first_word,second_word,item_shorthand_desc,sentence_word_match,sentence_word_source,sentence_word_score,sentence_word_match_Q,sentence_word_source_Q,sentence_word_score_Q,shorthand_word_match,shorthand_word_source,shorthand_word_score,shorthand_word_match_Q,shorthand_word_source_Q,shorthand_word_score_Q,max_score,best_source,best_match,portion_size
"Sponge puddings, plain or with chocolate or fruit sauce",spongepuds,spongepuds,,spongepuds,Sponge puddings homemade,scheelbeek,81.1013937,Sponge puddings homemade,scheelbeek,88.90793323516846,OCTOPUS,petersson,51.93246006965637,Sponge puddings - manufactured total,eustachio,81.90986514091492,88.90793323516846,sentence_word_score_Q,Sponge puddings homemade,120
"Other spread/ sauce/ dip  e.g tartar, mint, sweet chilli, Indian curry sauce, mustard",spreadsauce_other,spreadsauce,other,spreadsauce other,Savoury sauces pickles gravies and condiments,scheelbeek,52.371376752853394,Savoury sauces pickles gravies and condiments,scheelbeek,81.29795789718628,Sweet spreads fillings and icing,scheelbeek,43.07132065296173,Savoury sauces pickles gravies & condiments total,eustachio,72.81946539878845,81.29795789718628,sentence_word_score_Q,Savoury sauces pickles gravies and condiments,20
Sushi: sushi rice including seaweed/fish/meat/veg,sushi,sushi,,sushi,Other rice including homemade dishes,scheelbeek,61.776912212371826,Other rice including homemade dishes,scheelbeek,70.09593248,Rice,clarke,49.85966980457306,TOFU,petersson,79.38827276229858,79.38827276229858,shorthand_word_score_Q,TOFU,278
"Sweets: hard and soft, e.g. peppermints, toffees, fudge, fruit flavoured sweets",sweets,sweets,,sweets,Sweeteners & Honey,clarke,55.65265417098999,Sugar confectionery,scheelbeek,69.31504011154175,Sugar,scheelbeek,77.71496176719666,Sugar confectionery,scheelbeek,87.26450800895691,87.26450800895691,shorthand_word_score_Q,Sugar confectionery,36
"Sugar free sweets: hard and soft, e.g. peppermints, toffees, fudge, fruit flavoured sweets",sweets_diet,sweets,diet,sweets diet,Sugar,scheelbeek,57.455337047576904,Sugar confectionery,scheelbeek,71.45678997039795,Sugar,scheelbeek,63.054490089416504,Sugar confectionery,scheelbeek,76.84978246688843,76.84978246688843,shorthand_word_score_Q,Sugar confectionery,18
"Standard tea, black",tea_black,tea,black,tea black,Tea,clarke,67.08139181137085,Tea (made up weight),scheelbeek,84.26141738891602,Tea,clarke,77.56381630897522,Tea,clarke,88.82642984390259,88.82642984390259,shorthand_word_score_Q,Tea,190
"Standard tea, black, decaffeinated",tea_black_decaf,tea,black,tea black decaf,Tea,clarke,59.06884670257568,Tea (made up weight),scheelbeek,81.13387823104858,Tea,clarke,63.77846002578735,Tea,clarke,81.01768493652344,81.13387823104858,sentence_word_score_Q,Tea (made up weight),190
Green tea,tea_green,tea,green,tea green,Tea,clarke,80.96010684967041,Tea,clarke,92.23585724830627,Tea,clarke,78.10630202293396,Tea,clarke,86.3537848,92.23585724830627,sentence_word_score_Q,Tea,190
"Herbal, fruit tea",tea_herbal,tea,herbal,tea herbal,Herbal tea (made up weight),scheelbeek,72.74338603019714,Herbal tea (made up weight),scheelbeek,86.09919548034668,Herbal tea (made up weight),scheelbeek,81.12493157,Tea,clarke,86.88690662384033,86.88690662384033,shorthand_word_score_Q,Tea,190
Other tea e.g,tea_other,tea,other,tea other,Tea,clarke,77.20654010772705,Tea,clarke,89.00750875473022,Tea,clarke,83.46529603004456,Tea,clarke,88.84247541427612,89.00750875473022,sentence_word_score_Q,Tea,190
Rooibos/ Redbush tea,tea_rooibos,tea,rooibos,tea rooibos,Tea,clarke,58.97632837295532,Tea,clarke,80.32726645469666,Tea,clarke,65.74056148529053,Tea,clarke,86.83261275291443,86.83261275291443,shorthand_word_score_Q,Tea,190
Sugar added to tea,tea_sugar,tea,sugar,tea sugar,Sugar,scheelbeek,67.16406345367432,Sugar total,eustachio,78.37892174720764,Sugar,scheelbeek,79.83399033546448,CANE SUGAR,petersson,78.56570482254028,79.83399033546448,shorthand_word_score,Sugar,6
Vegieburger or vegie sausage,vegalt_burger,vegalt,burger,vegalt burger,PORK SAUSAGES,petersson,62.30730414390564,SOY BURGER,petersson,84.26219820976257,SOY BURGER,petersson,69.36234831809998,SOY BURGER,petersson,86.93557977676392,86.93557977676392,shorthand_word_score_Q,SOY BURGER,90
"Other vegetarian alternative e.g nut roast, falafel",vegalt_other,vegalt,other,vegalt other,Meat alternatives including ready meals and homemade dishes,scheelbeek,54.79464530944824,Meat alternatives incl ready meals & homemade dish total,eustachio,84.69061255455017,Other cheese,scheelbeek,54.391855001449585,Other Vegetables,clarke,77.66231298446655,84.69061255455017,sentence_word_score_Q,Meat alternatives incl ready meals & homemade dish total,90
"Quorn sausage, burger, pieces",vegalt_quorn,vegalt,quorn,vegalt quorn,Other sausages including homemade dishes,scheelbeek,68.50508451461792,SOY BURGER,petersson,80.82441687583923,QUORNE,petersson,60.41383743286133,Tofu,clarke,75.09292364120483,80.82441687583923,sentence_word_score_Q,SOY BURGER,90
Tofu / tempeh / TVP / soya mince,vegalt_tofu,vegalt,tofu,vegalt tofu,TOFU,petersson,66.56938791275024,Tofu,clarke,82.70570635795593,TOFU,petersson,79.63647246360779,TOFU,petersson,86.67862415,86.67862415,shorthand_word_score_Q,TOFU,90
Avocado,veg_avocado,veg,avocado,veg avocado,AVOCADO,petersson,100.00002384185792,Avocado,eustachio,100.00005960464478,AVOCADO,petersson,84.20618176460266,AVOCADO,petersson,88.53670954704285,100.00005960464478,sentence_word_score_Q,Avocado,136
Baked beans,veg_bakedbeans,veg,bakedbeans,veg bakedbeans,Baked beans,scheelbeek,99.99998807907104,Baked beans,scheelbeek,100.00009536743164,Baked beans,scheelbeek,65.17832875,Baked beans,scheelbeek,87.25790977478027,100.00009536743164,sentence_word_score_Q,Baked beans,135
Beetroot,veg_beetroot,veg,beetroot,veg beetroot,BEETROOT,petersson,100.00004768371582,Beetroot,eustachio,100.00005960464478,BEETROOT,petersson,78.66209745407104,BEETROOT,petersson,90.56168199,100.00005960464478,sentence_word_score_Q,Beetroot,48
Broad beans,veg_broadbeans,veg,broadbeans,veg broadbeans,Broad beans,eustachio,99.99997615814208,Broad beans,eustachio,100.00007152557372,Broad beans,eustachio,62.71249055862427,Broad beans,eustachio,86.77041530609131,100.00007152557372,sentence_word_score_Q,Broad beans,70
Broccoli,veg_broccoli,veg,broccoli,veg broccoli,BROCCOLI,petersson,99.99998807907104,Broccoli,eustachio,100.00008344650269,BROCCOLI,petersson,78.25893759727478,BROCCOLI,petersson,90.44943451881409,100.00008344650269,sentence_word_score_Q,Broccoli,80
Butternut squash,veg_butternut,veg,butternut,veg butternut,Butternut squash,eustachio,99.99998211860655,Butternut squash,eustachio,100.00005960464478,Butternut squash,eustachio,70.53970694541931,Butternut squash,eustachio,87.95797228813171,100.00005960464478,sentence_word_score_Q,Butternut squash,130
"Cabbage, kale",veg_cabbagekale,veg,cabbagekale,veg cabbagekale,Cabbage,eustachio,79.43049669265747,Cabbage,eustachio,87.43064999580383,Cabbage,eustachio,70.69094181060791,CABAGGE,petersson,84.46171879768372,87.43064999580383,sentence_word_score_Q,Cabbage,90
Carrots,veg_carrots,veg,carrots,veg carrots,Carrots,eustachio,99.99998211860655,Carrots,eustachio,100.0001311302185,Carrots,eustachio,80.27278184890747,CARROT,petersson,89.65921998023987,100.0001311302185,sentence_word_score_Q,Carrots,60
Cauliflower,veg_cauli,veg,cauli,veg cauli,CAULIFLOWER,petersson,99.99998807907104,Cauliflower,eustachio,100.00007152557372,CAULIFLOWER,petersson,56.82491660118103,CAULIFLOWER,petersson,85.78444123268127,100.00007152557372,sentence_word_score_Q,Cauliflower,90
Celery,veg_celery,veg,celery,veg celery,CELERY,petersson,99.99996423721312,Celery,eustachio,99.99998211860655,CELERY,petersson,81.61403537,Celery,eustachio,83.71414542198181,99.99998211860655,sentence_word_score_Q,Celery,30
Courgettes cooked with added fat: Fat specified as butter but not specified amount of % fat,veg_courgette_butter_dunno,veg,courgette,veg courgette butter dunno,Courgettes,eustachio,56.297582387924194,Reduced fat spread (not polyunsaturated),scheelbeek,74.26306605,Courgettes,eustachio,58.587563037872314,Courgettes,eustachio,79.36841249465942,79.36841249465942,shorthand_word_score_Q,Courgettes,90
"Courgettes cooked with added fat: Fat specified as butter, normal amount of % fat",veg_courgette_butter_fat,veg,courgette,veg courgette butter fat,Courgettes,eustachio,60.97595691680908,Reduced fat spread (not polyunsaturated),scheelbeek,70.81728578,Butter,scheelbeek,58.33095908164978,Courgettes,eustachio,77.39759087562561,77.39759087562561,shorthand_word_score_Q,Courgettes,90
"Courgettes cooked with added fat: Fat specified as butter, low fat",veg_courgette_butter_lowfat,veg,courgette,veg courgette butter lowfat,Courgettes,eustachio,67.02892780303955,Low fat spread not polyunsaturated,scheelbeek,69.16568279266357,Butter,scheelbeek,56.83116912841797,Courgettes,eustachio,81.72336220741272,81.72336220741272,shorthand_word_score_Q,Courgettes,90
Courgettes cooked with added fat: Fat specified as spreadable butter with normal amount of % fat,veg_courgette_butter_spread_fat,veg,courgette,veg courgette butter spread fat,Courgettes,eustachio,61.30754351615906,Reduced fat spread (not polyunsaturated),scheelbeek,73.21678400039673,Polyunsaturated low fat spread,scheelbeek,59.13040041923523,Reduced fat spread (not polyunsaturated),scheelbeek,77.77887583,77.77887583,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),90
"Courgettes cooked with added fat: Fat specified as spreadable butter, low fat",veg_courgette_butter_spread_lowfat,veg,courgette,veg courgette butter spread lowfat,Courgettes,eustachio,65.90361595153809,Low fat spread not polyunsaturated,scheelbeek,71.65104150772095,Less than 1% dairy low fat spread,scheelbeek,58.27032923698425,Reduced fat spread (not polyunsaturated),scheelbeek,77.88344621658325,77.88344621658325,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),90
Courgettes cooked with added fat: Fat specified as not known type of fat or spread,veg_courgette_fat_dunno,veg,courgette,veg courgette fat dunno,Courgettes,eustachio,66.75388216972351,Low fat spread not polyunsaturated,scheelbeek,75.49968957901001,Courgettes,eustachio,60.43369770050049,Courgettes,eustachio,77.98923850059509,77.98923850059509,shorthand_word_score_Q,Courgettes,90
Courgettes cooked with no added fat,veg_courgette_fat_none,veg,courgette,veg courgette fat none,Courgettes,eustachio,71.60947918891907,Courgettes,eustachio,74.40313696861267,Courgettes,eustachio,60.32927632331848,Courgettes,eustachio,78.47436666488647,78.47436666488647,shorthand_word_score_Q,Courgettes,90
"Courgettes cooked with added fat: Fat specified as other type of fat or spread e.g ghee, dripping",veg_courgette_fat_other,veg,courgette,veg courgette fat other,Courgettes,eustachio,65.36601781845093,Low fat spread not polyunsaturated,scheelbeek,67.86142587661743,Courgettes,eustachio,61.60370111465454,Courgettes,eustachio,82.97428488731384,82.97428488731384,shorthand_word_score_Q,Courgettes,90
Courgettes cooked with added fat: Fat specified as lard,veg_courgette_lard,veg,courgette,veg courgette lard,Courgettes,eustachio,66.02715849876404,Low fat spread not polyunsaturated,scheelbeek,72.27036356925964,Courgettes,eustachio,63.923537731170654,Courgettes,eustachio,80.68292140960693,80.68292140960693,shorthand_word_score_Q,Courgettes,90
Courgettes cooked with added fat: Fat specified as hard margarine (hard block margarine in wrapper),veg_courgette_marg_hard,veg,courgette,veg courgette marg hard,Courgettes,eustachio,59.820711612701416,Block margarine,scheelbeek,71.62413001060486,Courgettes,eustachio,59.95153784751892,Block margarine,scheelbeek,75.88016390800476,75.88016390800476,shorthand_word_score_Q,Block margarine,90
Courgettes cooked with added fat: Fat specified as polyunsaturated margarine (e.g Flora) and also cholesterol lowering,veg_courgette_marg_poly_chol,veg,courgette,veg courgette marg poly chol,Other vegetable fats and oils,scheelbeek,57.34408497810364,Low fat spread not polyunsaturated,scheelbeek,72.18248248100281,Courgettes,eustachio,51.25489234924317,MARGARINE*,petersson,73.01315665245056,73.01315665245056,shorthand_word_score_Q,MARGARINE*,90
Courgettes cooked with added fat: Fat specified as polyunsaturated margarine (e.g Flora) but not specified amount of fat,veg_courgette_marg_poly_dunno,veg,courgette,veg courgette marg poly dunno,Polyunsaturated low fat spread,scheelbeek,57.037884,Low fat spread not polyunsaturated,scheelbeek,75.65210461616516,Courgettes,eustachio,56.143349409103394,Courgettes,eustachio,76.71330571174622,76.71330571174622,shorthand_word_score_Q,Courgettes,90
"Courgettes cooked with added fat: Fat specified as polyunsaturated margarine (e.g Flora), normal amount of % fat",veg_courgette_marg_poly_fat,veg,courgette,veg courgette marg poly fat,Courgettes,eustachio,58.75191688537598,Low fat spread not polyunsaturated,scheelbeek,70.88177800178528,Polyunsaturated low fat spread,scheelbeek,58.12639594078064,Courgettes,eustachio,76.83271169662476,76.83271169662476,shorthand_word_score_Q,Courgettes,90
"Courgettes cooked with added fat: Fat specified as polyunsaturated margarine (e.g Flora), low fat",veg_courgette_marg_poly_lowfat,veg,courgette,veg courgette marg poly lowfat,Courgettes,eustachio,61.08531355857849,Low fat spread not polyunsaturated,scheelbeek,72.05448746681213,Polyunsaturated low fat spread,scheelbeek,51.41516923904419,Courgettes,eustachio,76.26452445983887,76.26452445983887,shorthand_word_score_Q,Courgettes,90
"Courgettes cooked with added fat: Fat specified as polyunsaturated margarine (e.g Flora), very low fat",veg_courgette_marg_poly_vlowfat,veg,courgette,veg courgette marg poly vlowfat,Courgettes,eustachio,61.16477251052856,Low fat spread not polyunsaturated,scheelbeek,71.48687243461609,Courgettes,eustachio,46.88097834587097,Courgettes,eustachio,76.81148052215576,76.81148052215576,shorthand_word_score_Q,Courgettes,90
"Courgettes cooked with added fat: Fat specified as soya/vegan/dairy free margarine e.g Pure, and also cholesterol lowering",veg_courgette_marg_soya_chol,veg,courgette,veg courgette marg soya chol,Other vegetable fats and oils,scheelbeek,59.74153280258179,Other vegetable fats and oils total,eustachio,67.23357439041138,SOY MEAL,petersson,53.74233722686768,SOY CREAM*,petersson,75.20589232444763,75.20589232444763,shorthand_word_score_Q,SOY CREAM*,90
"Courgettes cooked with added fat: Fat specified as soya/vegan/dairy free margarine e.g Pure, and not specified amount of fat",veg_courgette_marg_soya_dunno,veg,courgette,veg courgette marg soya dunno,Courgettes,eustachio,57.91636109352112,Other vegetable fats and oils total,eustachio,70.82375288009644,Soya milk,scheelbeek,56.237274408340454,Courgettes,eustachio,75.2933681,75.2933681,shorthand_word_score_Q,Courgettes,90
"Courgettes cooked with added fat: Fat specified as soya/vegan/dairy free margarine (e.g Pure), normal amount % fat",veg_courgette_marg_soya_fat,veg,courgette,veg courgette marg soya fat,Courgettes,eustachio,60.524481534957886,Other vegetable fats and oils total,eustachio,69.13727521896362,Other vegetable fats and oils,scheelbeek,58.235710859298706,MARGARINE*,petersson,76.32265090942383,76.32265090942383,shorthand_word_score_Q,MARGARINE*,90
"Courgettes cooked with added fat: Fat specified as soya/vegan/dairy free margarine (e.g Pure), low fat",veg_courgette_marg_soya_lowfat,veg,courgette,veg courgette marg soya lowfat,Courgettes,eustachio,62.51906156539917,Other vegetable fats and oils total,eustachio,66.35345220565796,SOY MEAL,petersson,58.03709626197815,Courgettes,eustachio,76.71130299568176,76.71130299568176,shorthand_word_score_Q,Courgettes,90
"Courgettes cooked with added fat: Fat specified as soya/vegan/dairy free margarine (e.g Pure), very low fat",veg_courgette_marg_soya_vlowfat,veg,courgette,veg courgette marg soya vlowfat,Courgettes,eustachio,62.82234787940979,Other vegetable fats and oils total,eustachio,66.22704863548279,SOY MEAL,petersson,52.15575695037842,Courgettes,eustachio,76.74565315246582,76.74565315246582,shorthand_word_score_Q,Courgettes,90
Courgettes cooked with added fat: Fat specified as olive oil,veg_courgette_oil_olive,veg,courgette,veg courgette oil olive,Courgettes,eustachio,65.64382910728455,Reduced fat spread (not polyunsaturated),scheelbeek,69.14967299,OLIVE OIL,petersson,78.09340357780457,OLIVE OIL,petersson,84.85141993,84.85141993,shorthand_word_score_Q,OLIVE OIL,90
"Courgettes cooked with added fat: Fat specified as other oil e.g corn, groundnut, rice bran oil",veg_courgette_oil_other,veg,courgette,veg courgette oil other,Other vegetable fats and oils,scheelbeek,64.60951566696167,Other vegetable fats and oils total,eustachio,73.04215431213379,SUNFLOWER OIL,petersson,58.63483548164368,Other vegetable fats and oils,scheelbeek,81.47673010826111,81.47673010826111,shorthand_word_score_Q,Other vegetable fats and oils,90
Courgettes cooked with added fat: Fat specified as rapeseed oil,veg_courgette_oil_rapeseed,veg,courgette,veg courgette oil rapeseed,Courgettes,eustachio,63.79652023,Reduced fat spread (not polyunsaturated),scheelbeek,71.56509757041931,RAPESEED OIL,petersson,83.45566987991333,Rapeseed Oil,clarke,83.08329582214355,83.45566987991333,shorthand_word_score,RAPESEED OIL,90
Courgettes cooked with added fat: Fat specified as sunflower oil,veg_courgette_oil_sunflower,veg,courgette,veg courgette oil sunflower,Courgettes,eustachio,65.23577570915222,Reduced fat spread (not polyunsaturated),scheelbeek,71.71897888183594,SUNFLOWER OIL,petersson,81.14200234413147,SUNFLOWER OIL,petersson,83.50850343704224,83.50850343704224,shorthand_word_score_Q,SUNFLOWER OIL,90
Courgettes cooked with added fat: Fat specified as vegetable oil,veg_courgette_oil_veg,veg,courgette,veg courgette oil veg,Courgettes,eustachio,67.23902225494385,Other vegetable fats and oils total,eustachio,71.18113040924072,SUNFLOWER OIL,petersson,54.23509478569031,Rapeseed Oil,clarke,76.67057514190674,76.67057514190674,shorthand_word_score_Q,Rapeseed Oil,90
Courgettes cooked with added fat: Fat specified as dairy spread which is also cholesterol lowering e.g Benecol Buttery,veg_courgette_spread_dairy_chol,veg,courgette,veg courgette spread dairy chol,Courgettes,eustachio,58.57543945,Low fat spread not polyunsaturated,scheelbeek,68.34147572517395,Dairy free cheese alternative,scheelbeek,50.91941952705383,Less than 1% dairy low fat spread,scheelbeek,70.48826813697815,70.48826813697815,shorthand_word_score_Q,Less than 1% dairy low fat spread,90
Courgettes cooked with added fat: Fat specified as dairy spread but not specified amount of % fat,veg_courgette_spread_dairy_dunno,veg,courgette,veg courgette spread dairy dunno,Less than 1% dairy reduced fat spread,scheelbeek,61.32351756095886,Low fat spread not polyunsaturated,scheelbeek,73.87781739234924,Courgettes,eustachio,54.35107946395874,Courgettes,eustachio,76.23667717,76.23667717,shorthand_word_score_Q,Courgettes,90
Courgettes cooked with added fat: Fat specified as dairy spread with normal amount of % fat,veg_courgette_spread_dairy_fat,veg,courgette,veg courgette spread dairy fat,Courgettes,eustachio,60.92795133590698,Low fat spread not polyunsaturated,scheelbeek,73.27341437339783,Less than 1% dairy reduced fat spread,scheelbeek,65.38521647453308,Reduced fat spread (not polyunsaturated),scheelbeek,80.11531233787537,80.11531233787537,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),90
"Courgettes cooked with added fat: Fat specified as dairy spread, low fat",veg_courgette_spread_dairy_lowfat,veg,courgette,veg courgette spread dairy lowfat,Courgettes,eustachio,65.24131298065186,Low fat spread not polyunsaturated,scheelbeek,71.58318161964417,Less than 1% dairy low fat spread,scheelbeek,65.16262292861938,Reduced fat spread (not polyunsaturated),scheelbeek,77.60633826255798,77.60633826255798,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),90
"Courgettes cooked with added fat: Fat specified as dairy spread, very low fat",veg_courgette_spread_dairy_vlowfat,veg,courgette,veg courgette spread dairy vlowfat,Courgettes,eustachio,65.18377661705017,Low fat spread not polyunsaturated,scheelbeek,71.86629772,Less than 1% dairy low fat spread,scheelbeek,51.74125433,Reduced fat spread (not polyunsaturated),scheelbeek,78.86470556259155,78.86470556259155,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),90
"Courgettes cooked with added fat: Fat specified as not known type of spread but ticked cholesterol lowering e.g Benecol, Flora pro active",veg_courgette_spread_dunno_chol,veg,courgette,veg courgette spread dunno chol,Courgettes,eustachio,57.20497369766235,Low fat spread not polyunsaturated,scheelbeek,72.96088337898254,Courgettes,eustachio,56.17110729217529,Courgettes,eustachio,71.64685130119324,72.96088337898254,sentence_word_score_Q,Low fat spread not polyunsaturated,90
Courgettes cooked with added fat: Fat specified as not known type of spread or amount of % fat,veg_courgette_spread_dunno_dunno,veg,courgette,veg courgette spread dunno dunno,Courgettes,eustachio,62.48638033866882,Reduced fat spread (not polyunsaturated),scheelbeek,72.86487221717834,Courgettes,eustachio,57.60847330093384,Courgettes,eustachio,76.60127878189087,76.60127878189087,shorthand_word_score_Q,Courgettes,90
Courgettes cooked with added fat: Fat specified as not known type of spread but ticked normal amount % fat,veg_courgette_spread_dunno_fat,veg,courgette,veg courgette spread dunno fat,Courgettes,eustachio,59.096431732177734,Low fat spread not polyunsaturated,scheelbeek,74.25553203,Courgettes,eustachio,55.63217997550965,Reduced fat spread (not polyunsaturated),scheelbeek,75.45765638,75.45765638,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),90
Courgettes cooked with added fat: Fat specified as not known type of spread but ticked low fat,veg_courgette_spread_dunno_lowfat,veg,courgette,veg courgette spread dunno lowfat,Courgettes,eustachio,63.999539613723755,Low fat spread not polyunsaturated total,eustachio,75.72615743,Courgettes,eustachio,52.821916341781616,Reduced fat spread (not polyunsaturated),scheelbeek,79.04771566390991,79.04771566390991,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),90
Courgettes cooked with added fat: Fat specified as not known type of spread but ticked very low fat,veg_courgette_spread_dunno_vlowfat,veg,courgette,veg courgette spread dunno vlowfat,Courgettes,eustachio,63.425153493881226,Low fat spread not polyunsaturated,scheelbeek,75.14689564704895,Courgettes,eustachio,51.363784074783325,Reduced fat spread (not polyunsaturated),scheelbeek,74.89940524101257,75.14689564704895,sentence_word_score_Q,Low fat spread not polyunsaturated,90
Courgettes cooked with added fat: Fat specified as cholesterol lowering olive spread e.g Benecol/Flora pro active olive spread,veg_courgette_spread_olive_chol,veg,courgette,veg courgette spread olive chol,Other vegetable fats and oils,scheelbeek,58.79707932472229,Low fat spread not polyunsaturated,scheelbeek,75.06549358,OLIVE OIL,petersson,53.81366014480591,Olives,eustachio,76.63537263870239,76.63537263870239,shorthand_word_score_Q,Olives,90
Courgettes cooked with added fat: Fat specified as olive spread but not specified amount of fat,veg_courgette_spread_olive_dunno,veg,courgette,veg courgette spread olive dunno,Courgettes,eustachio,58.19477438926697,Reduced fat spread (not polyunsaturated),scheelbeek,75.59900283813477,Courgettes,eustachio,56.01419806480408,Courgettes,eustachio,76.25215649604797,76.25215649604797,shorthand_word_score_Q,Courgettes,90
Courgettes cooked with added fat: Fat specified as olive spread with normal amount of % fat,veg_courgette_spread_olive_fat,veg,courgette,veg courgette spread olive fat,Courgettes,eustachio,61.71110272407532,Low fat spread not polyunsaturated total,eustachio,73.14220666885376,OLIVE OIL,petersson,56.51715397834778,Reduced fat spread (not polyunsaturated),scheelbeek,77.54260301589966,77.54260301589966,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),90
"Courgettes cooked with added fat: Fat specified as olive spread, low fat",veg_courgette_spread_olive_lowfat,veg,courgette,veg courgette spread olive lowfat,Courgettes,eustachio,65.9230113,Low fat spread not polyunsaturated,scheelbeek,71.88865542411804,OLIVE OIL,petersson,57.90990591049194,Reduced fat spread (not polyunsaturated),scheelbeek,76.55247449874878,76.55247449874878,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),90
"Courgettes cooked with added fat: Fat specified as olive spread, very low fat",veg_courgette_spread_olive_vlowfat,veg,courgette,veg courgette spread olive vlowfat,Courgettes,eustachio,65.73866009712219,Reduced fat spread (not polyunsaturated),scheelbeek,72.36350774765015,OLIVE OIL,petersson,52.946680784225464,Reduced fat spread (not polyunsaturated),scheelbeek,78.52652668952942,78.52652668952942,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),90
Cucumber,veg_cucumber,veg,cucumber,veg cucumber,CUCUMBER,petersson,100.00001192092896,Cucumber,eustachio,100.00003576278688,CUCUMBER,petersson,83.18073153495789,Cucumber,eustachio,84.63070392608643,100.00003576278688,sentence_word_score_Q,Cucumber,60
Garlic,veg_garlic,veg,garlic,veg garlic,GARLIC,petersson,100.00001192092896,Garlic,eustachio,99.99998211860655,GARLIC,petersson,79.15066480636597,GARLIC,petersson,86.44029498100281,100.00001192092896,sentence_word_score,GARLIC,5
"Green beans, french beans, runner beans",veg_greenbeans,veg,greenbeans,veg greenbeans,Green beans,eustachio,78.83682250976562,Green beans,eustachio,84.61916446685791,Green beans,eustachio,60.006844997406006,Green beans,eustachio,87.75991201400757,87.75991201400757,shorthand_word_score_Q,Green beans,70
Leeks cooked with added fat: Fat specified as butter but not specified amount of % fat,veg_leek_butter_dunno,veg,leek,veg leek butter dunno,Other vegetable fats and oils total,eustachio,55.11494278907776,Animal fats total,eustachio,72.29427695274353,Leeks,eustachio,56.69108033180237,Leeks,eustachio,78.4953773,78.4953773,shorthand_word_score_Q,Leeks,80
"Leeks cooked with added fat: Fat specified as butter, normal amount of % fat",veg_leek_butter_fat,veg,leek,veg leek butter fat,Onions & Leeks,clarke,55.762726068496704,Animal fats total,eustachio,67.95952320098877,Butter,scheelbeek,55.29742240905762,Other vegetable fats and oils total,eustachio,74.70227479934692,74.70227479934692,shorthand_word_score_Q,Other vegetable fats and oils total,80
"Leeks cooked with added fat: Fat specified as butter, low fat",veg_leek_butter_lowfat,veg,leek,veg leek butter lowfat,Onions & Leeks,clarke,59.72870588302612,Low fat spread not polyunsaturated,scheelbeek,66.54281616210938,Butter,scheelbeek,54.17628884315491,Leeks,eustachio,75.94033479690552,75.94033479690552,shorthand_word_score_Q,Leeks,80
Leeks cooked with added fat: Fat specified as spreadable butter with normal amount of % fat,veg_leek_butter_spread_fat,veg,leek,veg leek butter spread fat,Other vegetable fats and oils total,eustachio,56.762319803237915,Low fat spread not polyunsaturated,scheelbeek,70.98298668861389,Polyunsaturated low fat spread,scheelbeek,54.33251857757568,Reduced fat spread (not polyunsaturated),scheelbeek,74.84011054039001,74.84011054039001,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),80
"Leeks cooked with added fat: Fat specified as spreadable butter, low fat",veg_leek_butter_spread_lowfat,veg,leek,veg leek butter spread lowfat,Onions & Leeks,clarke,59.222835302352905,Low fat spread not polyunsaturated,scheelbeek,70.10070682,Polyunsaturated low fat spread,scheelbeek,51.52630805969238,Less than 1% dairy low fat spread,scheelbeek,75.42764544,75.42764544,shorthand_word_score_Q,Less than 1% dairy low fat spread,80
Leeks cooked with added fat: Fat specified as not known type of fat or spread,veg_leek_fat_dunno,veg,leek,veg leek fat dunno,Onions & Leeks,clarke,60.32207012176514,Low fat spread not polyunsaturated,scheelbeek,72.88765311,Leeks,eustachio,57.08419085,Leeks,eustachio,78.88317108154297,78.88317108154297,shorthand_word_score_Q,Leeks,80
Leeks cooked with no added fat,veg_leek_fat_none,veg,leek,veg leek fat none,Onions & Leeks,clarke,66.94829464,Leeks,eustachio,70.71212530136108,Leeks,eustachio,57.74720311164856,Leeks,eustachio,80.78827857971191,80.78827857971191,shorthand_word_score_Q,Leeks,80
"Leeks cooked with added fat: Fat specified as other type of fat or spread e.g ghee, dripping",veg_leek_fat_other,veg,leek,veg leek fat other,Onions & Leeks,clarke,60.38559675216675,Other vegetable fats and oils total,eustachio,67.52372980117798,Leeks,eustachio,57.727307081222534,Leeks,eustachio,81.50737285614014,81.50737285614014,shorthand_word_score_Q,Leeks,80
Leeks cooked with added fat: Fat specified as lard,veg_leek_lard,veg,leek,veg leek lard,Onions & Leeks,clarke,58.14094543457031,Animal fats,scheelbeek,68.74319314956665,Leeks,eustachio,61.26845479011536,Leeks,eustachio,78.79703640937805,78.79703640937805,shorthand_word_score_Q,Leeks,80
